User Name,Handle,TimeStamp,Text,Like,Retweets
tony,@RightInTheMidd2,2021-11-03T20:16:26.000Z,"tony
@RightInTheMidd2
·
9m
Some of us are here to vent, not be fixed, and will get there eventually.

#BeKind
2
3",,0,3
Persona Non Grata,@ReverseTweep,2021-11-03T20:16:26.000Z,"Persona Non Grata
@ReverseTweep
·
9m
Highlights of #INDvsAFG match
#Fixed #Shame 
0:30
124 views
2",,0,2
PNE4Ever33,@pne_slk1971,2021-11-03T20:16:25.000Z,"PNE4Ever33
@pne_slk1971
·
9m
Yay it’s fixed!!
1",,0,1
Faisal Ben Sultan فيصل بن سُلْطان,@BeFixedTo,2021-11-03T20:16:24.000Z,"Faisal Ben Sultan فيصل بن سُلْطان
@BeFixedTo
·
9m
المتحور منها على هيئة كورونا
الله يستر 
1",,0,1
Ameer Hamza,@ameerhamza594,2021-11-03T20:16:24.000Z,"Ameer Hamza
@ameerhamza594
·
9m
@ICC
??? Here is video evidence . Now take action against both teams
#fixed 
#IndiavsAfghanistan 
#Shame 
2",,0,2
Unshared News,@unsharednews,2021-11-03T20:16:23.000Z,"Unshared News
@unsharednews
·
9m
India Vs Afghanistan: Fixed Match & Fixed Toss hashtags are on trending.
https://unsharednews.com/india-vs-afghanistan-fixed-match-fixed-toss-hashtags-are-on-trending…
#INDvsAFG #indiancricket #fixed #Shame #toss #viratkholi #RohitSharma #RashidKhan #cricket #ICC #ICCT20WorldCup
unsharednews.com
India Vs Afghanistan: Fixed Match & Fixed Toss hashtags are on trending",,0,
𓋼𓍊Ỻ𝗂୮-,@nuny0urbusiness,2021-11-03T20:16:15.000Z,"𓋼𓍊Ỻ𝗂୮-
@nuny0urbusiness
·
10m
Nvm I just fixed it with a paint marker a nail file and an old casey neistat maker vlog :))
𓋼𓍊Ỻ𝗂୮-
@nuny0urbusiness
 · 1h
:(( my favourite earnings broke",,0,
@dark_adda,@dark_adda,2021-11-03T20:16:12.000Z,"@dark_adda
@Dark_Adda
·
10m
Replying to 
@WasiqAhmadullah
Today's match was fixed, it is bad for Afghanisthan Cricket. Afghanisthan palyed to loose badly against India for Dollars.",,0,
Muhammad Ain ul haq,@mrain_ulhaq,2021-11-03T20:16:11.000Z,"Muhammad Ain ul haq
@mrain_ulhaq
·
10m
#Taliban waiting for Afghans players #INDvsAFG #fixed well paid  India To fixed them 
@ACBofficials
6
17",,0,17
ranno,@Chris_Ransom,2021-11-03T20:16:09.000Z,"ranno
@Chris_Ransom
·
10m
Replying to 
@BentosTheEnigma
That’s Fixed it. 

Think I preferred the Cardiff stuff tho.
1
1",1,0,1
Ausaf Ali,@ausaf786143,2021-11-03T20:16:08.000Z,"Ausaf Ali
@ausaf786143
·
10m
Replying to 
@MichaelVaughan
It was not better.. It was fixed.
1",,0,1
Akrum66,@Akrum662,2021-11-03T20:16:07.000Z,"Akrum66
@Akrum662
·
10m
India planted Traitor Afghan Team with fake flag #fixed match with India.
India was not able to make one boundary:4 runs in 5 overs against New Zealand, but in this fixed match, they made 3-4 boundaries in each over
Think UK,Australia,Pakistan,SA,Bangladesh,Namibia,WI
Waqar Malik
@RealWaqarMaliks
 · 2h
This #fixed #INDvsAFG match has put serial #fixing to shame it was so blatant, it was not a game of cricket but a game of shame.

https://youtu.be/_yGPA0CWgYo",,0,
Ahmad,@memelights21,2021-11-03T20:16:06.000Z,"Ahmad
@memelights21
·
10m
#love #fixed #indiancricket #IndiavsAfghanistan #viratkholi
0:07
42 views
1",,0,1
Abu TaliB Janjua,@AbuTali39278389,2021-11-03T20:16:05.000Z,"Abu TaliB Janjua
@AbuTali39278389
·
10m
Replying to 
@cricketaakash
Fixed Fixed Fixed.  Shame on Indian team .",,0,
Occult coffee,@petx_rein,2021-11-03T20:16:05.000Z,"Occult coffee
@petx_rein
·
10m
Replying to 
@molly_struve
Some esoteric code that I copy pasted from Stack Overflow that fixed the current problem but nobody understands it",,0,
Lou Wallace,@Dw40031913,2021-11-03T20:16:03.000Z,"Lou Wallace
@Dw40031913
·
10m
Inseego Reports Third Quarter 2021 Financial Results - https://consumerelectronicsnet.com/inseego-reports-third-quarter-2021-financial-results/…
5G revenue growth of 260% year-over-year

Expanded relationship with T-Mobile for 5G fixed wireless access

Strong 5G enterprise pipeline growth across multiple regions
SAN DIEGO--(BUSINESS WIRE)--$...",,0,
Carl Davies,@baxtertwit,2021-11-03T20:16:02.000Z,"Carl Davies
@baxtertwit
·
10m
Replying to 
@BBCBreaking
What do you mean *UK MPs*.

Tories vote for Tory, despite said Tory's corruption.

There, fixed it for you.",,0,
Huzaifa Baig,@HuzaifaBaig47,2021-11-03T20:16:01.000Z,"Huzaifa Baig
@HuzaifaBaig47
·
10m
@ICC
آئی سی سی کو چاہیے کہ اس میچ پر ایک کمیٹی بنائے اور مجرموں کو کٹہرے میں لائے، کرکٹ کے اتنا اہم ایونٹ میں اس طرح کی فکسینگ کرنے کی کوئی گنجائش نہیں۔
#fixed
1
3",,0,3
NP ॐ,@unnidev,2021-11-03T20:16:00.000Z,"NP ॐ
@unnidev
·
10m
Replying to 
@Zeeshanzahid156
 @khan_here_
 and 
@vikrantgupta73
Yes, all world cup matches between India vs Pakistan were also fixed.",,0,
Awais Naeem,@awais_sheikho,2021-11-03T20:15:51.000Z,"Awais Naeem
@awais_sheikho
·
10m
#fixed
ملک اویس
@awaisb4uwah
 · 58m
1- Mujeeb droped
2- Qais and noor not played
3- Nabi bowled only one over
4- Rashid Khan bowling one over
5- Afghan players dropping easy catches
6- Bowlers full length Delivers
Well paid India
Avg Calculation was 63 and india won by 66 
#fixedmatch
#FixedMatchIndVsAfg 
#fixed",,0,
umair raja,@omairraja,2021-11-03T20:15:51.000Z,"umair raja
@omairraja
·
10m
Shame on India and icc for fixing games like this #fixed",,0,
AbdulWaheedPirzada,@WaheedPirzada,2021-11-03T20:15:51.000Z,"AbdulWaheedPirzada
@WaheedPirzada
·
10m
#fixed
Liaquat Hussain
@Liaqyat1
 · 3h
کوہلی ٹاس ہارنے کے بعد: آپ پہلے بولنگ کریں گے۔
 اور نبی نے یہ بھی کہا ""ہاں ہم پہلے بولنگ کریں گے""۔
 #INDvsAFG
#fixedmatch of #indiancricket",,0,
MUHAMMAD BILAL,@786BN1,2021-11-03T20:15:51.000Z,"MUHAMMAD BILAL
@786BN1
·
10m
You bloody #fixed
1",,0,1
SHANI ®,@Zeeshan4pak,2021-11-03T20:15:49.000Z,"SHANI ®
@Zeeshan4pak
·
10m
The Indian cricket team has had such a bad day
 That they had to fix the match with Afghanistan

 Lakh Di lant
#fixed
1
1
2",1,0,2
jakal mann,@jak_sk3llingt0n,2021-11-03T20:15:49.000Z,"jakal mann
@jak_sk3llingt0n
·
10m
@hopeellierose
 i fixed your (homosexual) tote bag btw
1
1",1,0,1
geoff_ebooks,@geoff_ebooks,2021-11-03T20:15:48.000Z,"geoff_ebooks
@geoff_ebooks
·
10m
and Sagittariuses or are we still haven't fixed the horrible cajun accent on the State Trooper and he",,0,
arctic2017,@arctic2017,2021-11-03T20:15:48.000Z,"arctic2017
@arctic2017
·
10m
Replying to 
@gabbystern
 and 
@WHO
Have you checked if narendra fixed the data submitted to you! is narendra playing fraud on WHO?",,0,
Ausaf Ali,@ausaf786143,2021-11-03T20:15:47.000Z,"Ausaf Ali
@ausaf786143
·
10m
Replying to 
@HershubyGibbs
Yes sir.. It was fixed.. But ICC can do. Nothing.. Because its indian cricket counsel",,0,
Sadia Yousafzai⁦⁦⁦⁦,@psm982,2021-11-03T20:15:46.000Z,"Sadia Yousafzai⁦⁦⁦⁦
@psm982
·
10m
#fixed
0:10
43 views",,0,
شمروز نوید,@naveed_shamroz,2021-11-03T20:15:46.000Z,"شمروز نوید
@naveed_shamroz
·
10m
مجھے پورا یقین ہے کہ افغانی کرکٹ ٹیم نے فیکسنگ کیلئے اپنی قیمت سات ہزار روپے بتائی ہوگی اور پھر آخر میں 700 روپے میں ریٹ طے ہوگیا ہوگا۔ #fixedmatch #RashidKhan #fixed #Shame #Shameful
3",,0,3
Fugu14,@Fuguuntether,2021-11-03T20:15:46.000Z,"Fugu14
@Fuguuntether
·
10m
I've updated Fugu14 to support more devices (iPads) and increase PAC bypass reliability. Additionally, the snapshot issue (""Fugu14 is already installed"") should be fixed as well.
1",,0,1
Sheharyar Bari,@sheharyar_bari,2021-11-03T20:15:42.000Z,"Sheharyar Bari
@sheharyar_bari
·
10m
India ki jeet mai insta down #samjhrhyho 
#INDvAFG #fixed #instagramdown #AFG #IndiaVsAfgFIXED",,0,
M&ohai£,@MSohail91132120,2021-11-03T20:15:42.000Z,"M&ohai£
@MSohail91132120
·
10m
Replying to 
@ZaidZamanHamid
Fixed",,0,
Idealist,@Idealis21234782,2021-11-03T20:15:41.000Z,"Idealist
@Idealis21234782
·
11m
Replying to 
@ACBofficials
 @BCCI
 and 
@BLACKCAPS
@ICC
 @T20WorldCup
 Everyone saw Afg vs Ind match was fixed with so many signs. Why you're not intervening and launching an inquiry. It's not fair for BCCI to just fix matches when they can't win naturally. 
@ICC
 Launch a probe against today's match.",,0,
Zardul Khan,@khanzardul1,2021-11-03T20:15:41.000Z,"Zardul Khan
@khanzardul1
·
11m
#fixed",,0,
H U Z A I F A,@Huzaifa_wakil5,2021-11-03T20:15:33.000Z,"H U Z A I F A
@Huzaifa_wakil5
·
11m
#Afghanistan #indiancricket #fixed #fixedmatch #t20worldcup2021 #INDvsAFG",,0,
Captain Haddock,@ArchibaldHadd16,2021-11-03T20:15:31.000Z,"Captain Haddock
@ArchibaldHadd16
·
11m
Replying to 
@khan_here_
 and 
@vikrantgupta73
Rizwan Mian, I will tell you some andar ki baat. The India Pak match on the 24th Oct was also fixed. That's why India lost. Kya bolte ho?",,0,
Fatah Khalil,@FatahKhalil1,2021-11-03T20:15:30.000Z,"Fatah Khalil
@FatahKhalil1
·
11m
Now if India, Nz and Afghan have 3 wins at the End then maximize NRR for each team and see which team can possibly get that.... !!!
Lot's of ifs and buts !!!!
#PakistanCricket 
#indiancricket 
#netrunrate
#NRR 
#fixed 
#T20WorldCup21 
1",1,0,
Agha Nadir Ahmed A. Ali,@AshNadir,2021-11-03T20:15:29.000Z,"Agha Nadir Ahmed A. Ali
@AshNadir
·
11m
Replying to 
@Haqeeqat_TV
Ab ICC kaha hai match fixed ka bara proof hai yeh... Oh sorry #ICC tu #BCCI hai ...",,0,
Muhammad yahya,@yahya23769844,2021-11-03T20:15:29.000Z,"Muhammad yahya
@yahya23769844
·
11m
I was wondering that why Asghar Afghan took retirement ahead of the 2 important matches against India and New Zealand, and now I can understand he didn't want to be a part of this fixed match. Massive respect 
#fixing #INDvsAFG
1
1",,0,1
Star Gamer,@StarGam77025014,2021-11-03T20:15:28.000Z,"Star Gamer
@StarGam77025014
·
11m
AFG vs IND fixed match shame you",,0,
Ayesha Khan,@AyseKhan8,2021-11-03T20:15:28.000Z,"Ayesha Khan
@AyseKhan8
·
11m
Oyeee Rashid Khana if you were Pakistan team captain and show this kind of bey gairati and played a lousy game and lost deliberately to india, I would slap you myself. #INDvsAFG  #RashidKhan #indiancricket #india #Afghanistan #fixed #fixedmatch
3",,0,3
salma ka 6 nov,@suhailkhaneng,2021-11-03T20:15:27.000Z,"salma ka 6 nov
@suhailkhaneng
·
11m
Chutiyapa 
Bahut bara chutiyapa 
Phir aate he #INDvAFG  ka match fixed kahne wale  kuch bhi matlb
3
2
4",3,0,4
رانجھا♤,@BabarRanjha18,2021-11-03T20:15:26.000Z,"رانجھا♤
@BabarRanjha18
·
11m
#fixed
#WELLPAIDINDIA 
#fixedmatch
#FIXEDMATCHINDVSAFG",,0,
Numan Khangura,@NumanKhangura1,2021-11-03T20:15:25.000Z,"Numan Khangura
@NumanKhangura1
·
11m
Replying to 
@mohammedTeeq
 and 
@ShahidBhattiPTI
#Fixed #WELLPAIDINDIA
1",,0,1
Sir Ramble Lot,@amblingrambler,2021-11-03T20:15:25.000Z,"Sir Ramble Lot
@amblingrambler
·
11m
Replying to 
@asymmetricinfo
Conservatives: Look at all the popular stuff Dems can't get done due to GOP obstruction!
Also conservatives: Why haven't Dems fixed all the problems we caused?
Also conservatives: Of the nothing that those feeble Dems got done, EVERYTHING they got done was just SO unpopular!",,0,
THE BOSS,@Aestheticayush4,2021-11-03T20:15:16.000Z,"THE BOSS
@Aestheticayush4
·
11m
#RahulDravid becomes the head coach of #TeamIndia 

Congratulations !

#fixed 
#indiancricket 
#IndiavsAfghanistan 
#India 
Pakistanis 
Burnol
1
1",,0,1
Z,@ItzZara_97,2021-11-03T20:15:15.000Z,"Z
@ItzZara_97
·
11m
Replying to 
@UroosaAkbar
apparently loads of people are saying it was a fixed game because Afg’s bowling was below par, idkkk 
1",1,0,
Arsalan khan,@Arsalan95595,2021-11-03T20:15:15.000Z,"Arsalan khan
@Arsalan95595
·
11m
#fixed #ICC #englandcricket #Australia
Dr Fatima K - PTI
@p4pakipower
 · 2h
Can't help feeling aghast at this scene. Verat kehli ordering Muhammad Nabi to bowl first.
@ICC must look into this game. This match is fixed. Cricket needs to be saved from such corruption.
#INDvAFGFixMatch",,0,
Atif mubeen,@ahmedsheikh007,2021-11-03T20:15:15.000Z,"Atif mubeen
@ahmedsheikh007
·
11m
#fixed",,0,
Sheikh Bilal Shahid,@SheikhBilalSha4,2021-11-03T20:15:15.000Z,"Sheikh Bilal Shahid
@SheikhBilalSha4
·
11m
#fixed",,0,
Zaka Ch,@ZakaCh17,2021-11-03T20:15:14.000Z,"Zaka Ch
@ZakaCh17
·
11m
Replying to 
@IamYasif
 and 
@pervaiz_shoukat
Fixed",,0,
drea,@_anddrrrea,2021-11-03T20:15:14.000Z,"drea
@_anddrrrea
·
11m
hellllooooo, David where tf u at ???? I need my plumbing fixed ",,0,
Idealist,@Idealis21234782,2021-11-03T20:15:11.000Z,"Idealist
@Idealis21234782
·
11m
Replying to 
@HussnanAnwar
@ICC
 @T20WorldCup
 Everyone saw Afg vs Ind match was fixed with so many signs. Why you're not intervening and launching an inquiry. It's not fair for BCCI to just fix matches when they can't win naturally. 
@ICC
 Launch a probe against today's match.",,0,
Jaju,@Jaju20441256,2021-11-03T20:15:11.000Z,"Jaju
@Jaju20441256
·
11m
Replying to 
@nadeemhashmi70
 @BCCI
 and 
@ImRo45
India will lift the trophy 
It's also fixed

Chutiye",,0,
Safi Sindhi,@sindhi_safi,2021-11-03T20:15:11.000Z,"Safi Sindhi
@sindhi_safi
·
11m
Replying to 
@zazai_3
#fixed 
#WELLPAIDINDIA",,0,
Imran,@Imran53407166,2021-11-03T20:15:10.000Z,"Imran
@Imran53407166
·
11m
The Afghan team did not show any sprit & body language to win from India. Deliberate mistakes & wrong decisions make it a shady show. Fixed match by any definition. Well ‘paid’ India. #fixedmatch #AFGvIND #indiancricket 
@MirMAKOfficial
 @PTVSp0rts
 @mir_sana05
 @ARYSports_Web
BBC News اردو
@BBCUrdu
 · 2h
انڈیا نے افغانستان کو 66 رنز کے بھاری مارجن سے شکست دے دی ہے۔ اس فتح سے انڈیا کا نیٹ رن ریٹ مثبت ہو گیا ہے۔",,0,
BeaRajput,@obhaimaafkaro,2021-11-03T20:15:09.000Z,"BeaRajput
@obhaimaafkaro
·
11m
well paid india ki tweet karna to banta hai.

#fixed #WELLPAIDINDIA
1
4",1,0,4
Waleed Zaheer,@waleed_zaheer8,2021-11-03T20:15:04.000Z,"Waleed Zaheer
@waleed_zaheer8
·
12m
Well paid boys.. #WELLPAIDINDIA  #Shame #RashidKhan #Nabi #fixed  #fixedmatch",,0,
saad khan,@saadkha90168013,2021-11-03T20:15:03.000Z,"saad khan
@saadkha90168013
·
12m
Replying to 
@geonews_urdu
#fixed",,0,
rameen fatima,@LuckyBh59812215,2021-11-03T20:15:01.000Z,"rameen fatima
@LuckyBh59812215
·
12m
Replying to 
@trollistaann
Afghanistan jan bhuj k hara... Match fixed tha.... 
1",,0,1
fxQ,@Santosh91682440,2021-11-03T20:15:00.000Z,"fxQ
@Santosh91682440
·
12m
FIXED_TRADING_IS_ALIVE 38.15

---
@ 11/03/2021, 16:15:00
ATOM",,0,
Viren,@sarcastic_viren,2021-11-03T20:14:59.000Z,"Viren
@sarcastic_viren
·
12m
Replying to 
@CutestFunniest
Match fixed nahi laga tumko?",,0,
Akrum66,@Akrum662,2021-11-03T20:14:59.000Z,"Akrum66
@Akrum662
·
12m
India planted Traitor Afghan Team with fake flag #fixed match with India.
India was not able to make one boundary:4 runs in 5 overs against New Zealand, but in this fixed match, they made 3-4 boundaries in each over
Think UK,Australia,Pakistan,SA,Bangladesh,Namibia,WI
محمد شعیب ایوب(Shobi)
@ShoaibAyyub1
 · 52m
Afghan players cried when they lost to Pakistan & smiling when they lost to India. Any logic fixed 
#Afghanistan #AFGVSIND #fixing #fixed #Shame #RashidKhan #indiancricket",,0,
Keendawg,@keendawg,2021-11-03T20:14:59.000Z,"Keendawg
@keendawg
·
12m
I strongly believe that polls have been fixed… because they finally predicted a Republican victory.
1",,0,1
Sadia Yousafzai⁦⁦⁦⁦,@psm982,2021-11-03T20:14:58.000Z,"Sadia Yousafzai⁦⁦⁦⁦
@psm982
·
12m
Replying to 
@imVkohli
#fixed  #matchfixed  #fixedmatch",,0,
Idealist,@Idealis21234782,2021-11-03T20:14:58.000Z,"Idealist
@Idealis21234782
·
12m
Replying to 
@BasitMohmand331
@ICC
 @T20WorldCup
 Everyone saw Afg vs Ind match was fixed with so many signs. Why you're not intervening and launching an inquiry. It's not fair for BCCI to just fix matches when they can't win naturally. 
@ICC
 Launch a probe against today's match.",,0,
Faisal Ben Sultan فيصل بن سُلْطان,@BeFixedTo,2021-11-03T20:14:56.000Z,"Faisal Ben Sultan فيصل بن سُلْطان
@BeFixedTo
·
12m
Anti-Virus 
1
1
1",1,0,1
Skybravo,@banksargodha,2021-11-03T20:14:56.000Z,"Skybravo
@banksargodha
·
12m
Replying to 
@samiprajguru
Fixed match",,0,
Syed Mohammad Adi,@s_adiii,2021-11-03T20:14:56.000Z,"Syed Mohammad Adi
@s_adiii
·
12m
Replying to 
@ZainiChaudhar13
Well Paid India Congratulations #blueshirts 
#fixed #fixedmatch #fixerkings #fixing #AFG #AFGvIND #wellpaid
From 
Syed Mohammad Adi",,0,
Syed Mohammad Adi,@s_adiii,2021-11-03T20:14:47.000Z,"Syed Mohammad Adi
@s_adiii
·
12m
Replying to 
@Mrinsafian
Well Paid India Congratulations #blueshirts 
#fixed #fixedmatch #fixerkings #fixing #AFG #AFGvIND #wellpaid
From 
Syed Mohammad Adi
1",,0,1
dwaechita ot⁷ live !!!,@FLOWERFAIRYPJM,2021-11-03T20:14:45.000Z,"dwaechita ot⁷ live !!!
@FLOWERFAIRYPJM
·
12m
Replying to 
@Muzzafar05
 and 
@shryma
I don’t think a hole the size of an arm can be fixed by a little bandage 
(I was rereading his death and started crying again)
1",1,0,
Wajdan Ali,@Kuttikaminichz,2021-11-03T20:14:45.000Z,"Wajdan Ali
@Kuttikaminichz
·
12m
Now #BCCI will have to pay for extra food for 
@ACBofficials
, so they'll fight with 
@BLACKCAPS
 in full intensity and #MujeebUrRahman will also be fit that day for sure..
#fixed #Afghanistan",,0,
سرفراز راجپوت,@Sarfrazpro,2021-11-03T20:14:45.000Z,"سرفراز راجپوت
@Sarfrazpro
·
12m
یار یہ ندا شہزاد کون ہے جاز کیش کے انویٹیشن بھیج بھیج کر پاگل کر دیا ہے #fixed",,0,
empukkapallero,@empukkapallero,2021-11-03T20:14:45.000Z,"empukkapallero
@empukkapallero
·
12m
Replying to 
@polygobs
 and 
@TheRealBluay
same, probably will be fixed soon",,0,
Ali imran hashmi,@Aliimranhashm12,2021-11-03T20:14:44.000Z,"Ali imran hashmi
@Aliimranhashm12
·
12m
When you're ready to lose the match but not your IPL contract - #Fixed

#INDvsAFG #T20WorldCup
3",,0,3
#merajismmerimerzi,@thesedcat,2021-11-03T20:14:43.000Z,"#merajismmerimerzi
@thesedcat
·
12m
My dad telling me how Afghanistan has been bought by India to increase India’s run rate and kick NZ out because both countries hate Pakistan and Afghanistan will be all out under 100 to prove this match is fixed
The following media includes potentially sensitive content. Change settings
View
2",,0,2
Huraira,@huraira16579792,2021-11-03T20:14:42.000Z,"Huraira
@huraira16579792
·
12m
Yr ab #BCCI Acting thori na sikhata galti ho jati hy.
Virat Kohli be like 'kya hoya agar khareeda jite to hy na'
#WELLPAIDINDIA #fixed #INDvsAFG
2",,0,2
@Waqarali,@Waqarali,2021-11-03T20:14:41.000Z,"@Waqarali
@Waqarali747
·
12m
Replying to 
@heyylaiba_
Ye tu hoga #fixed",,0,
KinG FaySal.NaWaB,@kingfaisalnawab,2021-11-03T20:14:39.000Z,"KinG FaySal.NaWaB
@kingfaisalnawab
·
12m
Rishwat dene wala or Rishwat lene wala dono he semi final main dakhil nhe hongay...!#fixed #matchfixed #WELLPAIDINDIA #RashidKhan #NamakHaram
2",,0,2
Penguin Pop Games,@PenguinPopGames,2021-11-03T20:14:38.000Z,"Penguin Pop Games
@PenguinPopGames
·
12m
The problems with the #NowhereGirl trophies have now been fully fixed on #PS4/#PS5 and #Xbox. Thanks for saving us a space in your trophy case.
2",,0,2
Brandon,@FixedRhythm,2021-11-03T20:14:37.000Z,"Brandon
@FixedRhythm
·
12m
Feels like every time Aaron Rodgers does anything at all his like-ability goes down. Deservedly so, at this point. Dude is a clown. We all should’ve listened to his literal entire immediate family when they told us so.
1",,0,1
Syed Mohammad Adi,@s_adiii,2021-11-03T20:14:37.000Z,"Syed Mohammad Adi
@s_adiii
·
12m
Replying to 
@FaysalMalick1
Well Paid India Congratulations #blueshirts 
#fixed #fixedmatch #fixerkings #fixing #AFG #AFGvIND #wellpaid
From 
Syed Mohammad Adi",,0,
Bobby Smashley,@MegaWuBanga,2021-11-03T20:14:36.000Z,"Bobby Smashley
@MegaWuBanga
·
12m
Replying to 
@yeeitsearl
 and 
@RyanWardLA
Actually it is the same as that. Of a bad call is made, it’s supposed to be fixed and that’s what they did, unlike when they wait the next day with a “we realized our mistake” tweet they normally send out. The only bs right now is every word you tweet. You should fix that.
1",1,0,
officialtejtandel,@Tej02265776,2021-11-03T20:14:29.000Z,"officialtejtandel
@Tej02265776
·
13m
Replying to 
@OfficialShehr
#fixerkings pakistani fixed umpire in first match Rahul wicket was no ball . that's how pakistanis won by fixing
1
1",1,0,1
Syed Mohammad Adi,@s_adiii,2021-11-03T20:14:28.000Z,"Syed Mohammad Adi
@s_adiii
·
13m
Replying to 
@ZaidZamanHamid
Well Paid India Congratulations #blueshirts 
#fixed #fixedmatch #fixerkings #fixing #AFG #AFGvIND #wellpaid
From 
Syed Mohammad Adi",,0,
Sukaina,@Sukaina19432087,2021-11-03T20:14:28.000Z,"Sukaina
@Sukaina19432087
·
13m
#fixed",,0,
میاں حمزہ نور,@mianhamzanoor1,2021-11-03T20:14:28.000Z,"میاں حمزہ نور
@mianhamzanoor1
·
13m
Replying to 
@ACBofficials
 @BCCI
 and 
@BLACKCAPS
Every body knows match was fixed. India paid well to you",,0,
ROBBIE C. S.,@ROBBIECS1,2021-11-03T20:14:27.000Z,"ROBBIE C. S.
@ROBBIECS1
·
13m
they said Bergen's 100% of the votes were  in last night and the republicans won. then 215 am came and it went from 100% in. to 80% in and murphey won it. fixed much?????
Julia
@Jules31415
 · 21m
When Bergen County goes bright red before a sketchy ballot dump at the witching hour, you know #NewJerseyIsRed  twitter.com/kristyswansonx…
2
7
13",2,0,13
Mian Asif,@mian_asifraza,2021-11-03T20:14:27.000Z,"Mian Asif
@mian_asifraza
·
13m
Replying to 
@BasitSubhani
 and 
@GhaffarDawnNews
Who won the toss? Babar or Nabi in Pak match?
#fixed #INDvsAFG
1",,0,1
saad khan,@saadkha90168013,2021-11-03T20:14:26.000Z,"saad khan
@saadkha90168013
·
13m
Replying to 
@geonews_urdu
#fixed",,0,
AbdullahNadeem.8,@8Abdullahnadeem,2021-11-03T20:14:24.000Z,"AbdullahNadeem.8
@8Abdullahnadeem
·
13m
Ab Indians ese chory hongy jese 10 wickets sey jeet gaye hon.
#fixed",,0,
Harold Herskowitz,@savelakewoodnj,2021-11-03T20:14:22.000Z,"Harold Herskowitz
@savelakewoodnj
·
13m
Replying to 
@Baalbatish1
 @jewishstudent1
 and 2 others
All fixed. Happy now?
2",2,0,
kaچO ZaحiD,@ju_kaCHo,2021-11-03T20:14:21.000Z,"kaچO ZaحiD
@ju_kaCHo
·
13m
@harbhajan_singh
  right now :

#INDvsAFG  #fixed
1",,0,1
Akrum66,@Akrum662,2021-11-03T20:14:11.000Z,"Akrum66
@Akrum662
·
13m
India planted Traitor Afghan Team with fake flag #fixed match with India.
India was not able to make one boundary:4 runs in 5 overs against New Zealand, but in this fixed match, they made 3-4 boundaries in each over
Think UK,Australia,Pakistan,SA,Bangladesh,Namibia,WI
Hussnan Anwar
@HussnanAnwar
 · 2h
Memers to wsy bhi kisi ko nahi ..

Well paid India  
*played
#fixed #IndiaVsAfgFIXED",,0,
Scoff's Hockey Shop,@ScoffsHockey,2021-11-03T20:14:11.000Z,"Scoff's Hockey Shop
@ScoffsHockey
·
13m
When u get your blades sharpened while on a road  trip!!! #badsharpening #sharpening #fixed #unlevel # https://instagram.com/p/CV06PFlv1eb/?utm_medium=twitter…",,0,
Vaccinate Your Kids,@robfardon,2021-11-03T20:14:10.000Z,"Vaccinate Your Kids
@robfardon
·
13m
Replying to 
@herecomesrufus_
Oh, I didn't mean this as criticism of those who've commented, I just mean I'm *way* behind everyone else. I had to go to the hospital last night to get my eye fixed after a leaf blower blew debris into it (all good) and just haven't read anything yet",,0,
Ihsanullah,@Ihsanul98017787,2021-11-03T20:14:09.000Z,"Ihsanullah
@Ihsanul98017787
·
13m
This match was fixed 100%
ICC
@ICC
 · 2h
 Glorious Guptill 
 India's opening stand 

All the talking points from Day 18 of the #T20WorldCup 2021 

https://bit.ly/3wcN0vC",,0,
Tareen Here,@HereTareen,2021-11-03T20:14:08.000Z,"Tareen Here
@HereTareen
·
13m
#fixed",,0,
Waleed Hamza Siyal,@Waleedcreation0,2021-11-03T20:14:08.000Z,"Waleed Hamza Siyal
@Waleedcreation0
·
13m
Replying to 
@KazmiWajahat
•________Yeh Jo Keh Rahe Hain Match Fix Nhi Tha Zara Dil Par Hath Rakh Ke Kaho Ke Fixed Nhi Saalo ICC Bhi India Ke Sath Supporting Role Play Karta Hai Har Time India Shame On You #Indiapaidwell #matchfixed #INDvsAFG #fixed
1
1",1,0,1
Syed Mohammad Adi,@s_adiii,2021-11-03T20:14:06.000Z,"Syed Mohammad Adi
@s_adiii
·
13m
Replying to 
@Pola_620
Well Paid India Congratulations #blueshirts 
#fixed #fixedmatch #fixerkings #fixing #AFG #AFGvIND #wellpaid
From 
Syed Mohammad Adi
1
1",1,0,1
misa,@sexiibabymecha,2021-11-03T20:14:06.000Z,"misa
@sexiibabymecha
·
13m
This cone on my kitty while she heals from getting fixed makes me feel so bad and I’m sure some people would think after a few days it would be fine to remove it but day 5-7 is actually the most crucial time for her incision site to be undisturbed.
1",1,0,
Tun Philosopher,@garaaamandy,2021-11-03T20:14:05.000Z,"Tun Philosopher
@garaaamandy
·
13m
Mene afghanistaan ky haq main phly jo post ki thi us post par bhi lanat 
#fixed
#INDvsAFG 
#indiancricket",,0,
Tyler Eldridge,@TylerEldridge77,2021-11-03T20:14:05.000Z,"Tyler Eldridge
@TylerEldridge77
·
13m
Replying to 
@intocryptoverse
What $SOL says to alts***
Fixed.
1",,0,1
Tahir Baloch,@TahirBa18414166,2021-11-03T20:14:05.000Z,"Tahir Baloch
@TahirBa18414166
·
13m
#fixed #Shameful",,0,
